Task1,anticorrelated,25000,2,2,0.2925969
Task2,anticorrelated,25000,2,2,4.0543368
Task3,anticorrelated,25000,2,2,2.2172947
Task1,correlated,25000,2,2,0.1589925
Task2,correlated,25000,2,2,2.2424491
Task3,correlated,25000,2,2,0.8965262
Task1,uniform,25000,2,2,0.1934561
Task2,uniform,25000,2,2,2.9505865
Task3,uniform,25000,2,2,1.0733003
Task1,normal,25000,2,2,0.3187291
Task2,normal,25000,2,2,2.8034177
Task3,normal,25000,2,2,1.5006284
Task1,anticorrelated,250000,2,2,0.7509482
Task2,anticorrelated,250000,2,2,13.2349422
Task3,anticorrelated,250000,2,2,3.8321837
Task1,correlated,250000,2,2,0.5928857
Task2,correlated,250000,2,2,4.72071
Task3,correlated,250000,2,2,1.2329416
Task1,uniform,250000,2,2,0.5609682
Task2,uniform,250000,2,2,7.9031678
Task3,uniform,250000,2,2,1.7801725
Task1,normal,250000,2,2,0.5407501
Task2,normal,250000,2,2,7.5758367
Task3,normal,250000,2,2,1.583955
Task1,anticorrelated,500000,2,2,1.195543
Task2,anticorrelated,500000,2,2,16.9150361
Task3,anticorrelated,500000,2,2,6.6114976
Task1,correlated,500000,2,2,1.0405555
Task2,correlated,500000,2,2,8.03283
Task3,correlated,500000,2,2,2.3790582
Task1,uniform,500000,2,2,1.0382081
Task2,uniform,500000,2,2,11.3954676
Task3,uniform,500000,2,2,2.7604901
Task1,normal,500000,2,2,0.9893485
Task2,normal,500000,2,2,11.2525537
Task3,normal,500000,2,2,2.5672154
Task1,anticorrelated,1000000,2,2,2.2504093
Task2,anticorrelated,1000000,2,2,35.7695778
Task3,anticorrelated,1000000,2,2,11.4238637
Task1,correlated,1000000,2,2,1.9950225
Task2,correlated,1000000,2,2,15.5883479
Task3,correlated,1000000,2,2,3.9902434
Task1,uniform,1000000,2,2,1.8303259
Task2,uniform,1000000,2,2,24.808091
Task3,uniform,1000000,2,2,5.4148911
Task1,normal,1000000,2,2,1.8929949
Task2,normal,1000000,2,2,22.5341958
Task3,normal,1000000,2,2,5.0403214
Task1,anticorrelated,2000000,2,2,4.3177489
Task2,anticorrelated,2000000,2,2,68.9368074
Task3,anticorrelated,2000000,2,2,23.5382801
Task1,correlated,2000000,2,2,3.8430149
Task2,correlated,2000000,2,2,30.0942726
Task3,correlated,2000000,2,2,5.2082072
Task1,uniform,2000000,2,2,3.730736
Task2,uniform,2000000,2,2,47.7629188
Task3,uniform,2000000,2,2,8.241794
Task1,normal,2000000,2,2,3.9280485
Task2,normal,2000000,2,2,45.191273
Task3,normal,2000000,2,2,7.512034
Task1,anticorrelated,10000000,2,2,18.2246323
Task2,anticorrelated,10000000,2,2,337.9694418
Task3,anticorrelated,10000000,2,2,115.3830287
Task1,correlated,10000000,2,2,15.9699716
Task2,correlated,10000000,2,2,149.8486438
Task3,correlated,10000000,2,2,26.2901839
Task1,uniform,10000000,2,2,15.9641504
Task2,uniform,10000000,2,2,234.4246676
Task3,uniform,10000000,2,2,34.7506455
Task1,normal,10000000,2,2,15.4592227
Task2,normal,10000000,2,2,278.7328441
Task3,normal,10000000,2,2,36.8485938
